breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id_text,sizes,description,other_images
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/03/P00784305.jpg,On,Cloud 5 Waterproof running shoes,€ 165,,,P00784305,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","The Cloud 5 Waterproof running shoes from On are named for their entirely waterproof fabrication. The lightweight mesh uppers rest atop the brand's signature Cloud soles, specially designed for superior cushioning and propulsion.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/03/P00784305_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/87/P00753106.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/87/P00753106_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a5/P00527261.jpg,Gianvito Rossi,Harris leather loafers,€ 465,,,P00527261,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 42.5 / EU 42.5', 'EU_ 43 / EU 43', 'EU_ 43.5 / EU 43.5', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","This timeless pair of loafers from Gianvito Rossi are handmade in Italy from premium scratch-proof leather, rest on rubber soles, and come in black.",[]
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/8c/P00784293.jpg,On,Cloud 5 running shoes,€ 135,,,P00784293,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']",The Cloud 5 running shoes from On are partially made from recycled materials in this updated edition featuring antimicrobial mesh uppers. They rest atop the brand's lightweight CloudTecÂ® soles with interior cushioning for all-day comfort.,[]
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/89/P00704409.jpg,On,Cloud X3 sneakers,€ 145,,,P00704409,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']",The Cloud X3 sneakers from On are made from lightweight fabric uppers with an airflow-optimizing pattern. The black and blue pair is set on cushioned soles that combine Helionâ¢ and CloudTecÂ® technology for maximum comfort.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/89/P00704409_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b0/P00736435.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b0/P00736435_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00736466.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00736466_b1.jpg']"
"['Men', 'Designers', 'Salomon', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/7c/P00841982.jpg,Salomon,XT-4 OG sneakers,€ 159,,,P00841982,"['UK_ 6 / EU 39 1/3', 'UK_ 6.5 / EU 40', 'UK_ 7 / EU 40 2/3', 'UK_ 7.5 / EU 41 1/3', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42 2/3', 'UK_ 9 / EU 43 1/3', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44 2/3', 'UK_ 10.5 / EU 45 1/3', 'UK_ 11 / EU 46', 'UK_ 11.5 / EU 46 2/3', 'UK_ 12 / EU 47 1/3', 'UK_ 12.5 / EU 48']",Salomon's XT-4 OG sneakers are ideal for walking on trails or embarking on outdoor adventures. The abrasion-resistant technical fabric protects against harsh terrain while the Mud ContagripÂ® soles ensure supreme grip on uneven ground.,[]
"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e1/P00802550.jpg,New Balance,Made in USA 990v6 sneakers,€ 215,,,P00802550,"['US_ 7 / EU 40', 'US_ 8 / EU 41.5', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 46.5', 'US_ 13 / EU 47.5']","The Made in USA 990v6 sneakers from New Balance pay homage to the original '82 design. Made from panels of suede and mesh, they offer FuelCell and ENCAP midsole technologies for optimum comfort.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e1/P00802550_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2d/P00753457.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2d/P00753457_b1.jpg']"
"['Men', 'Designers', 'Hoka One One', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/55/P00791273.jpg,Hoka One One,Ora Recovery slides,€ 55,,,P00791273,"['US_ 7 / EU 40', 'US_ 8 / EU 41 1/3', 'US_ 9 / EU 42 2/3', 'US_ 10 / EU 44', 'US_ 11 / EU 45 1/3', 'US_ 12 / EU 46 2/3', 'US_ 13 / EU 48']",The Ora Recovery slides from Hoke One One are designed for post-workout. They have perforated straps and are set on thick midsoles for fast recovery.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/55/P00791273_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d0/P00791316.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d0/P00791316_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/96/P00492976.jpg,Gianvito Rossi,Harry suede Chelsea boots,€ 695,,10% off over €500,P00492976,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Exclusive to Mytheresa, these Chelsea boots from Gianvito Rossi are expertly crafted in Italy from soft brown suede, and rest on thick gum soles for a modern update.",[]
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/55/P00592047.jpg,Tod's,Gommino driving shoes,€ 415,,,P00592047,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","Made from leather, these black loafers from Tod's have a slip-on design detailed with the label's signature rubber pebbles on the heel and soles.",[]
"['Men', 'Designers', 'DRKSHDW by Rick Owens', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5d/P00836590.jpg,DRKSHDW by Rick Owens,Converse x DRKSHDW Turbodrk Hi sneakers,€ 159,,10% off over €500,P00836590,"['US_ 6 / EU 39', 'US_ 6.5 / EU 39.5', 'US_ 7 / EU 40', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9.5 / EU 43', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 11.5 / EU 46', 'US_ 12 / EU 46.5']",The Rick Owens DRKSHDW collaboration with Converse puts a new spin on the classic '70s Chucks. The Turbodrk Hi sneakers are made from cotton twill and reimagined with signature squared rubber toe caps and elongated tongues.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5d/P00836590_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/27/P00751905.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/27/P00751905_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ee/P00751959.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ee/P00751959_b1.jpg']"
"['Men', 'Designers', 'Maison Margiela', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/9c/P00443363.jpg,Maison Margiela,Replica leather and suede sneakers,€ 415,,10% off over €500,P00443363,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","This update to Maison Margiela's iconic Replica sneakers sees the sleek silhouette in black with leather uppers, suede trims and debossed logo on the tongue, atop a brown rubber sole.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9c/P00443363_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/7c/P00694613.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/7c/P00694613_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f9/P00710616.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f9/P00710616_b1.jpg']"
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/04/P00843658.jpg,On,Cloud 5 running shoes,€ 129,,,P00843658,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","Incredibly breathable and lightweight, the Cloud 5 running shoes are one of On's most iconic styles. This pair is made from partially recycled materials with a signature lacing system and perforated soles that offer optimal traction.",[]
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/8d/P00784310.jpg,On,Cloud 5 Waterproof running shoes,€ 165,,,P00784310,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","The Cloud 5 Waterproof running shoes from On are named for their entirely waterproof fabrication. The lightweight mesh uppers rest atop the brand's signature Cloud soles, specially designed for superior cushioning and propulsion.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8d/P00784310_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/87/P00753106.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/87/P00753106_b1.jpg']"
"['Men', 'Designers', 'Salomon', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f0/P00776612.jpg,Salomon,ACS Pro Advanced trail running shoes,€ 169,,,P00776612,"['UK_ 6.5 / EU 40', 'UK_ 7 / EU 40 2/3', 'UK_ 7.5 / EU 41 1/3', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42 2/3', 'UK_ 9 / EU 43 1/3', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44 2/3', 'UK_ 10.5 / EU 45 1/3', 'UK_ 11 / EU 46', 'UK_ 11.5 / EU 46 2/3', 'UK_ 12 / EU 47 1/3', 'UK_ 12.5 / EU 48', 'UK_ 6 / EU 39 1/3']","Offering a refreshed take on a legendary model from the brand's archive, Salomon's ACS Pro Advanced trail running shoes offer a slim, technical mesh silhouette and ContagripÂ® outsoles â designed for optimum traction on any terrain.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f0/P00776612_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ff/P00702773.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ff/P00702773_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/25/P00702767.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/25/P00702767_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f6/P00731177.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f6/P00731177_b2.jpg']"
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e3/P00784314.jpg,On,Cloud X3 sneakers,€ 145,,,P00784314,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']",The Cloud X3 sneakers from On are made from lightweight fabric uppers with an airflow-optimizing pattern. The ivory and black pair is set on cushioned soles that combine Helionâ¢ and CloudTecÂ® technology for maximum comfort.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e3/P00784314_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/71/P00697519.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/71/P00697519_b1.jpg']"
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/1b/P00843665.jpg,On,Cloud X3 sneakers,€ 135,,,P00843665,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']",The Cloud X3 sneakers from On are made from lightweight fabric uppers with an airflow-optimizing pattern. The gray pair is set on cushioned soles that combine Helionâ¢ and CloudTecÂ® technology for maximum comfort.,[]
"['Men', 'Designers', 'Hoka One One', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a3/P00791291.jpg,Hoka One One,Clifton 9 sneakers,€ 129,,,P00791291,"['US_ 7 / EU 40', 'US_ 8 / EU 41 1/3', 'US_ 9 / EU 42 2/3', 'US_ 10 / EU 44', 'US_ 11 / EU 45 1/3', 'US_ 12 / EU 46 2/3', 'US_ 13 / EU 48']","A new member of the Clifton line, these running sneakers from Hoka One One offer the latest in sports technology. They're constructed with breathable uppers, high-resiliency foam midsoles for cushioned landings, and Durabrasion rubber outsoles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a3/P00791291_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/dc/P00714346.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/dc/P00714346_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ed/P00785745.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ed/P00785745_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d3/P00785742.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d3/P00785742_b1.jpg']"
"['Men', 'Designers', 'Hoka One One', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/2a/P00855030.jpg,Hoka One One,Hopara sandals,€ 105,,,P00855030,"['US_ 7 / EU 40', 'US_ 8 / EU 41 1/3', 'US_ 9 / EU 42 2/3', 'US_ 10 / EU 44', 'US_ 11 / EU 45 1/3', 'US_ 12 / EU 46 2/3', 'US_ 13 / EU 48']","The Hopara sandals from Hoka One One are primed for the most demanding terrains. Designed with cutout uppers for water drainage, this black pair offers protective rubber toe caps and rubber soles with multi-directional studs underneath.",[]
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/13/P00704367.jpg,On,Cloud 5 Waterproof running shoes,€ 165,,,P00704367,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","The Cloud 5 Waterproof running shoes from On are named for their entirely waterproof fabrication. The lightweight mesh uppers rest atop the brand's signature Cloud soles, specially designed for superior cushioning and propulsion.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/13/P00704367_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/73/P00623076.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/73/P00623076_b1.jpg']"
"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/33/P00842618.jpg,New Balance,2002R suede sneakers,€ 129,,,P00842618,"['US_ 6.5 / EU 39.5', 'US_ 7 / EU 40', 'US_ 7.5 / EU 40.5', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 45.5', 'US_ 12 / EU 46.5', 'US_ 13 / EU 47.5']","Named after the year they debuted, the 2002R sneakers from New Balance are a reinvention of the Y2K-era style. Made from suede with mesh panels, theyâre equipped with a shock-absorbing cushioned midsole for easy all-day wear.",[]
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/cb/P00828522.jpg,Tod's,Gommino suede driving shoes,€ 465,,10% off over €500,P00828522,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","These driving shoes from Tods will make a timeless addition to your footwear edit. Made from suede, the style have a slip-on design detailed with the label's signature rubber pebbles on the heel and soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/cb/P00828522_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00828562.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00828562_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9f/P00828552.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9f/P00828552_b1.jpg']"
"['Men', 'Designers', 'Moon Boot', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/30/P00711484.jpg,Moon Boot,Logo snow boots,€ 215,,10% off over €500,P00711484,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",These snow boots from Moon Boot are made from water-resistant technical fabric to an ankle-length round-toe silhouette. They feature a prominent logo print as well as front lace-up and drawstring fastening.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/30/P00711484_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a9/P00712230.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a9/P00712230_b1.jpg']"
"['Men', 'Designers', 'The North Face', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/45/P00838291.jpg,The North Face,Glenclyffe Low technical sneakers,€ 145,,,P00838291,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42', 'US_ 10 / EU 43', 'US_ 11 / EU 44', 'US_ 12 / EU 45', 'US_ 13 / EU 46']","Named after the most unforgiving side of a mountain, The North Face makes high-performance outdoor apparel, equipment, and footwear. The Glenclyffe Low sneakers are crafted from ultra-sturdy weather-resistant material for dry feet on hiking trails or urban streets.",[]
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/2f/P00784283.jpg,On,Cloudwander Waterproof sneakers,€ 169,,,P00784283,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","Entirely wind and water-resistant, the Cloudwander Waterproof sneakers from On are designed for running trails no matter the weather. This lightweight style features breathable uppers set on signature cushioned soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2f/P00784283_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3a/P00753084.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3a/P00753084_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00697555.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00697555_b1.jpg']"
"['Men', 'Designers', 'Amiri', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5c/P00836777.jpg,Amiri,Skel Top Low leather sneakers,€ 549,,,P00836777,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47', 'EU_ 48 / EU 48']",Amiri's Skel Top Low sneakers are made with leather uppers in glitter-flecked black and white and feature the brand's signature skeleton appliquÃ©s. The pair rests on branded rubber soles and have perforated rounded toes.,[]
"['Men', 'Designers', 'Amiri', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/34/P00836772.jpg,Amiri,Chunky Skel leather low-top sneakers,€ 499,,,P00836772,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47', 'EU_ 48 / EU 48']","Inspired by Los Angeles streetwear culture, Amiri presents a rockânâroll aesthetic with a luxurious slant. The Chunky Skel sneakers are made from leather to a low-top silhouette, featuring hand-cut bone appliquÃ©s on the sides.",[]
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/da/P00547227.jpg,Tod's,Gommino suede driving shoes,€ 415,,,P00547227,"['UK_ 6 / EU 39.5', 'UK_ 6.5 / EU 40', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","Made from suede, these brown driving shoes from Tod's have a slip-on design, detailed with ties at the front and the label's signature rubber pebbles on the heel and soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00547227_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/15/P00757094.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/15/P00757094_b1.jpg']"
